height,geometry
4,"POLYGON ((247362.59669999965 2546757.819599999, 247361.99619999994 2546758.4200999998, 247361.99619999994 2546757.819599999, 247362.59669999965 2546757.819599999, 247358.39350000024 2546754.817399999, 247358.39350000024 2546753.0160000008, 247361.99619999994 2546753.6163999997, 247360.19489999954 2546748.8127999995, 247353.58990000002 2546749.4133, 247353.58990000002 2546760.2214, 247351.7884999998 2546759.0205000006, 247349.98709999956 2546752.4155, 247343.98259999976 2546751.2146000005, 247343.38210000005 2546751.8150999993, 247343.38210000005 2546751.2146000005, 247343.98259999976 2546751.2146000005, 247343.38210000005 2546748.8127999995, 247337.37760000024 2546750.6141999997, 247334.65110000037 2546754.7038000003, 247325.36849999987 2546755.4178, 247333.7748999996 2546750.6141999997, 247329.80229999963 2546737.3725000005, 247309.17289999966 2546736.8672, 247287.79629999958 2546726.3045000006, 247262.3208999997 2546731.399599999, 247264.7226999998 2546749.4133, 247269.78359999973 2546749.4133, 247271.32770000026 2546763.8242000006, 247277.93269999977 2546763.2237, 247278.53309999965 2546760.2214, 247288.14039999992 2546757.2192, 247286.93950000033 2546748.8127999995, 247283.93719999958 2546748.8127999995, 247284.5376000004 2546745.2101000007, 247286.81929999962 2546745.6664000005, 247286.81929999962 2546742.6481999997, 247297.14719999954 2546739.205499999, 247301.95079999976 2546745.8104999997, 247289.34130000044 2546747.0113999993, 247289.34130000044 2546756.6186999995, 247297.14719999954 2546757.819599999, 247294.74540000036 2546758.4200999998, 247294.74540000036 2546759.6209999993, 247289.34130000044 2546760.821900001, 247287.5399000002 2546763.2237, 247279.1336000003 2546765.0251, 247277.93269999977 2546770.429199999, 247288.14039999992 2546771.6301000006, 247306.1540000001 2546771.6301000006, 247306.75439999998 2546768.0273, 247308.5558000002 2546769.2282, 247306.75439999998 2546769.2282, 247307.95540000033 2546772.8310000002, 247318.36739999987 2546775.0621000007, 247342.13709999993 2546775.5956999995, 247341.58079999965 2546765.0251, 247334.37530000042 2546768.0273, 247334.37530000042 2546769.2282, 247319.72429999989 2546769.2282, 247312.1584999999 2546771.0296, 247313.05920000002 2546768.3276000004, 247326.5694000004 2546765.625499999, 247334.97580000013 2546762.623299999, 247345.78399999999 2546761.4222999997, 247345.78399999999 2546762.623299999, 247357.19259999972 2546764.4245999996, 247361.92109999992 2546763.0736, 247366.79980000015 2546765.0251, 247361.99619999994 2546768.627800001, 247363.79760000017 2546778.8355, 247369.67679999955 2546777.8556999993, 247370.68230000045 2546772.3224, 247369.0245000003 2546764.033, 247393.0722000003 2546760.3893999998, 247390.32870000042 2546749.4133, 247381.2106999997 2546749.4133, 247380.61029999983 2546760.2214, 247378.8088999996 2546759.0205000006, 247377.00760000013 2546751.8150999993, 247374.6057000002 2546751.8150999993, 247374.6057000002 2546756.6186999995, 247362.59669999965 2546757.819599999), (247303.7522 2546762.0228000004, 247298.34810000006 2546761.4222999997, 247301.95079999976 2546757.819599999, 247303.7522 2546762.0228000004), (247295.94629999995 2546762.0228000004, 247297.74760000035 2546760.821900001, 247297.14719999954 2546763.2237, 247293.54449999984 2546761.4222999997, 247295.94629999995 2546762.0228000004), (247364.99849999975 2546774.6323000006, 247364.39800000004 2546774.6323000006, 247364.39800000004 2546774.0319, 247364.99849999975 2546774.6323000006), (247321.16530000046 2546756.6186999995, 247321.16530000046 2546755.4178, 247324.16760000028 2546756.0183000006, 247321.16530000046 2546756.6186999995), (247318.16309999954 2546756.0183000006, 247315.16079999972 2546756.0183000006, 247315.16079999972 2546753.6163999997, 247318.16309999954 2546756.0183000006), (247270.72719999962 2546740.4065000005, 247270.72719999962 2546745.8104999997, 247268.92580000032 2546745.2101000007, 247269.52630000003 2546740.4065000005, 247270.72719999962 2546740.4065000005))"
3,"POLYGON ((246956.93479999993 2546739.1964999996, 246956.93479999993 2546730.1897, 246945.52610000037 2546728.9888000004, 246946.2120000003 2546739.9625000004, 246956.93479999993 2546739.1964999996))"
8,"POLYGON ((247148.23460000008 2546732.6006000005, 247148.83499999996 2546733.2009999994, 247148.23460000008 2546733.2009999994, 247148.23460000008 2546732.6006000005, 247147.03369999956 2546734.401900001, 247156.04050000012 2546733.8015, 247154.8395999996 2546728.9978, 247144.03139999975 2546728.9978, 247144.03139999975 2546730.7992000002, 247148.23460000008 2546730.7992000002, 247148.23460000008 2546732.6006000005))"
4,"POLYGON ((245956.99629999977 2546746.9246999994, 245956.99629999977 2546740.319700001, 245951.59219999984 2546739.7192, 245952.79310000036 2546737.9179, 245963.00079999957 2546735.5161000006, 245963.60120000038 2546729.511499999, 245944.98720000032 2546735.5161000006, 245941.98489999957 2546741.5206000004, 245942.58540000021 2546746.9246999994, 245953.39350000024 2546748.125600001, 245956.99629999977 2546746.9246999994))"
16,"POLYGON ((244918.68670000043 2546731.161800001, 244919.2871000003 2546731.7621999998, 244918.68670000043 2546731.7621999998, 244918.68670000043 2546731.161800001, 244915.68439999968 2546732.963199999, 244916.8853000002 2546747.9745000005, 244919.2871000003 2546747.9745000005, 244921.0884999996 2546750.9768000003, 244916.28479999956 2546750.3762999997, 244912.68209999986 2546771.9926999994, 244912.68209999986 2546778.5977, 244931.8967000004 2546779.7985999994, 244933.09759999998 2546732.3627000004, 244925.89209999982 2546727.5591, 244921.68890000042 2546728.159499999, 244918.68670000043 2546731.161800001))"
6,"POLYGON ((245089.38580000028 2546738.9152000006, 245088.18489999976 2546729.908399999, 245078.57760000043 2546731.7097999994, 245075.57540000044 2546739.5156999994, 245085.78309999965 2546740.1161, 245089.38580000028 2546738.9152000006))"
10,"POLYGON ((245931.77720000036 2546743.3220000006, 245931.77720000036 2546728.9093999993, 245913.98869999964 2546730.1103000008, 245915.56489999965 2546742.7215, 245931.77720000036 2546743.3220000006))"
15,"POLYGON ((246277.64360000007 2546754.6269000005, 246277.64360000007 2546731.0326000005, 246233.61459999997 2546728.6843999997, 246233.62320000026 2546752.0374999996, 246277.64360000007 2546754.6269000005))"
9,"POLYGON ((247100.19830000028 2546769.2282, 247101.9804999996 2546742.0491000004, 247124.71729999967 2546744.1964999996, 247125.41729999986 2546725.9956, 247093.59329999983 2546727.7969000004, 247092.39240000024 2546771.6301000006, 247100.19830000028 2546769.2282))"
7,"POLYGON ((247187.86459999997 2546760.2214, 247187.26410000026 2546760.821900001, 247187.26410000026 2546760.2214, 247187.86459999997 2546760.2214, 247188.46499999985 2546745.8104999997, 247189.66590000037 2546745.8104999997, 247190.26640000008 2546754.817399999, 247196.2708999999 2546754.2169000003, 247196.8713999996 2546763.2237, 247213.51829999965 2546761.892000001, 247225.83380000014 2546762.8413999993, 247223.89180000033 2546753.6163999997, 247216.0859000003 2546752.4155, 247212.48319999967 2546732.6006000005, 247213.08359999955 2546730.7992000002, 247216.0859000003 2546730.7992000002, 247215.48539999966 2546728.397399999, 247192.6682000002 2546728.397399999, 247181.86000000034 2546729.5983000007, 247182.1046000002 2546732.2896, 247178.8576999996 2546740.4065000005, 247175.2549999999 2546726.596000001, 247170.45139999967 2546726.596000001, 247171.05179999955 2546739.5755000003, 247162.02990000043 2546740.9417000003, 247163.84640000015 2546748.8127999995, 247160.84410000034 2546751.2146000005, 247162.64549999963 2546759.0205000006, 247179.45820000023 2546761.4222999997, 247177.6568 2546763.8242000006, 247164.44680000003 2546761.4222999997, 247160.84410000034 2546762.623299999, 247161.44460000005 2546771.6301000006, 247169.85089999996 2546771.6301000006, 247170.45139999967 2546769.2282, 247171.6523000002 2546769.2282, 247172.2527999999 2546771.6301000006, 247179.45820000023 2546770.429199999, 247179.45820000023 2546773.1911999993, 247159.91720000003 2546778.5469000004, 247161.36620000005 2546789.7191000003, 247170.36799999978 2546788.7189000007, 247171.05179999955 2546793.8468999993, 247186.66359999962 2546795.0478000008, 247182.46050000004 2546799.2509000003, 247182.46050000004 2546801.0523000006, 247183.66139999963 2546801.0523000006, 247183.66139999963 2546802.2532, 247188.02190000005 2546804.6756999996, 247214.28450000007 2546803.1889999993, 247214.28450000007 2546794.4473, 247205.87820000015 2546792.6459999997, 247206.47860000003 2546795.0478000008, 247200.47410000023 2546793.8468999993, 247201.0745000001 2546792.045499999, 247215.5859000003 2546788.7474000007, 247214.88499999978 2546782.4382000007, 247211.88269999996 2546781.8378, 247211.28230000008 2546780.0363999996, 247213.08359999955 2546780.0363999996, 247213.6841000002 2546778.8355, 247214.28450000007 2546779.4360000007, 247216.68630000018 2546775.2327999994, 247216.68630000018 2546769.2282, 247219.08820000011 2546769.2282, 247218.4877000004 2546765.625499999, 247190.26640000008 2546764.4245999996, 247189.66590000037 2546760.821900001, 247187.86459999997 2546760.2214), (247186.66359999962 2546761.4222999997, 247183.06089999992 2546760.821900001, 247186.06319999974 2546760.821900001, 247186.66359999962 2546761.4222999997), (247179.45820000023 2546769.8287000004, 247177.6568 2546769.2282, 247178.2572999997 2546765.625499999, 247179.45820000023 2546769.8287000004), (247207.67949999962 2546771.0296, 247206.47860000003 2546771.0296, 247206.47860000003 2546770.429199999, 247207.67949999962 2546771.0296), (247207.67949999962 2546772.8310000002, 247207.07909999974 2546772.8310000002, 247207.07909999974 2546772.2304999996, 247207.67949999962 2546772.8310000002), (247207.67949999962 2546777.0341, 247207.07909999974 2546783.0386999995, 247205.11400000006 2546779.1085, 247205.87820000015 2546776.433700001, 247207.67949999962 2546777.0341), (247179.45820000023 2546777.6346000005, 247178.8576999996 2546777.6346000005, 247178.8576999996 2546777.0341, 247179.45820000023 2546777.6346000005), (247170.45139999967 2546780.6369000003, 247169.85089999996 2546780.6369000003, 247169.85089999996 2546779.4360000007, 247170.45139999967 2546780.6369000003), (247187.86459999997 2546780.6369000003, 247187.26410000026 2546788.4428000003, 247189.66590000037 2546789.0431999993, 247187.26410000026 2546793.8468999993, 247184.86230000015 2546781.237299999, 247187.86459999997 2546780.6369000003), (247169.25050000008 2546781.8378, 247169.25050000008 2546781.237299999, 247169.25050000008 2546781.8378, 247169.25050000008 2546781.8378), (247201.6749999998 2546789.6437, 247193.26860000007 2546790.8445999995, 247190.26640000008 2546790.2441000007, 247190.26640000008 2546788.4428000003, 247201.6749999998 2546789.6437), (247168.65000000037 2546754.2169000003, 247169.25050000008 2546754.2169000003, 247169.25050000008 2546755.4178, 247168.65000000037 2546754.2169000003), (247166.24820000026 2546749.4133, 247170.3805999998 2546748.035700001, 247174.6546 2546748.8127999995, 247174.6546 2546750.013699999, 247166.24820000026 2546749.4133), (247181.86000000034 2546747.6119, 247183.66139999963 2546747.6119, 247183.66139999963 2546748.2124000005, 247181.86000000034 2546747.6119), (247189.66590000037 2546744.6096, 247189.66590000037 2546745.2101000007, 247189.66590000037 2546744.6096, 247189.66590000037 2546744.6096), (247200.47410000023 2546743.4087000005, 247201.0745000001 2546743.4087000005, 247201.0745000001 2546744.6096, 247200.47410000023 2546743.4087000005), (247200.47410000023 2546737.4042000007, 247202.27550000045 2546738.6051000003, 247202.27550000045 2546741.6074, 247199.87359999958 2546741.0068999995, 247200.47410000023 2546737.4042000007), (247183.66139999963 2546735.6028000005, 247184.86230000015 2546735.6028000005, 247184.86230000015 2546736.2032999992, 247183.66139999963 2546735.6028000005), (247201.6749999998 2546736.2032999992, 247201.6749999998 2546733.8015, 247203.47640000004 2546734.401900001, 247202.87590000033 2546736.2032999992, 247201.6749999998 2546736.2032999992), (247207.67949999962 2546730.7992000002, 247208.28000000026 2546730.7992000002, 247208.28000000026 2546732.0001, 247207.67949999962 2546730.7992000002), (247212.48319999967 2546750.6141999997, 247211.28230000008 2546750.013699999, 247211.88269999996 2546749.4133, 247212.48319999967 2546750.6141999997))"
8,"POLYGON ((246294.5248999996 2546736.153999999, 246296.04509999976 2546729.3127999995, 246291.36230000015 2546727.9748, 246286.8339999998 2546728.2618000004, 246287.39269999973 2546739.9921000004, 246294.5248999996 2546736.153999999))"
3,"POLYGON ((246580.62870000023 2546743.5968999993, 246578.82739999983 2546726.7841999996, 246572.22240000032 2546727.3846000005, 246570.4210000001 2546727.3846000005, 246569.8206000002 2546731.5878, 246569.8206000002 2546732.7886999995, 246565.61739999987 2546736.3914, 246566.21779999975 2546743.5968999993, 246580.62870000023 2546743.5968999993))"
8,"POLYGON ((245143.42669999972 2546732.910700001, 245142.22580000013 2546726.906199999, 245133.8194000004 2546728.7074999996, 245135.02029999997 2546737.1139, 245137.42210000008 2546737.714299999, 245143.42669999972 2546732.910700001))"
17,"POLYGON ((246227.20540000033 2546751.448000001, 246225.40409999993 2546727.4299, 246184.40770000033 2546727.4299, 246185.06840000022 2546749.6677, 246227.20540000033 2546751.448000001), (246204.38819999993 2546736.4366999995, 246205.58910000045 2546736.4366999995, 246205.58910000045 2546738.238, 246204.38819999993 2546736.4366999995))"
4,"POLYGON ((247082.1847000001 2546736.2032999992, 247079.18240000028 2546727.1964999996, 247065.97240000032 2546724.1942, 247065.37189999968 2546735.0023999996, 247075.57969999965 2546737.4042000007, 247082.1847000001 2546736.2032999992))"
7,"POLYGON ((246465.20270000026 2546736.9746000003, 246464.45689999964 2546733.991699999, 246466.0806 2546725.8738, 246461.13239999954 2546724.6373999994, 246439.57189999986 2546726.7238999996, 246440.37200000044 2546735.5264, 246451.1802000003 2546737.928200001, 246453.5820000004 2546737.3277000003, 246454.1825000001 2546739.7294999994, 246465.20270000026 2546736.9746000003))"
12,"POLYGON ((246787.68869999982 2546732.7784, 246785.28689999972 2546723.7716000006, 246772.07689999975 2546726.7739000004, 246772.6774000004 2546732.7784, 246782.28469999973 2546733.9793, 246787.68869999982 2546732.7784))"
7,"POLYGON ((246880.14630000014 2546737.1306999996, 246881.34719999973 2546723.3203, 246866.3359000003 2546722.719799999, 246866.93630000018 2546737.1306999996, 246880.14630000014 2546737.1306999996))"
6,"POLYGON ((247052.70129999984 2546763.132099999, 247051.73589999974 2546752.6415, 247054.00040000025 2546722.2948000003, 247044.95650000032 2546721.7924000006, 247038.95199999958 2546754.2169000003, 247039.5524000004 2546763.8242000006, 247052.70129999984 2546763.132099999))"
4,"POLYGON ((246570.12079999968 2546732.1882000007, 246570.72130000032 2546730.987299999, 246570.72130000032 2546722.5810000002, 246570.12079999968 2546722.5810000002, 246569.5203999998 2546721.3801000006, 246551.50679999962 2546722.5810000002, 246552.70770000014 2546730.3869000003, 246565.3172000004 2546732.1882000007, 246570.12079999968 2546732.1882000007))"
6,"POLYGON ((244493.06300000008 2546732.884299999, 244493.6634999998 2546722.0760999992, 244480.45349999983 2546723.2770000007, 244480.45349999983 2546732.884299999, 244485.85759999976 2546734.0852000006, 244493.06300000008 2546732.884299999))"
7,"POLYGON ((244665.92470000032 2546738.1986999996, 244664.7237999998 2546726.1896, 244600.47520000022 2546724.3882, 244599.87469999958 2546738.1986999996, 244620.2901999997 2546736.9978, 244665.92470000032 2546738.1986999996))"
7,"POLYGON ((245508.24260000046 2546718.1338, 245508.24260000046 2546718.1948000006, 245507.75459999964 2546718.1948000006, 245506.44120000023 2546718.7343000006, 245506.44120000023 2546718.7951999996, 245505.35280000046 2546718.7951999996, 245499.27990000043 2546720.6545, 245502.2796 2546727.2551000006, 245502.2796 2546734.3461000007, 245504.75229999982 2546734.3461000007, 245503.55140000023 2546736.7479, 245502.3504999997 2546736.7479, 245502.3504999997 2546741.012, 245504.03940000013 2546741.012, 245504.03940000013 2546741.6125000007, 245504.6398 2546741.6125000007, 245504.6398 2546743.4137999993, 245503.43890000042 2546743.4137999993, 245503.43890000042 2546744.5538, 245514.35960000008 2546743.3529000003, 245517.36180000007 2546750.5582999997, 245514.95999999996 2546751.7591999993, 245513.15869999956 2546750.5582999997, 245512.55819999985 2546745.7546999995, 245503.55140000023 2546748.1565000005, 245507.75459999964 2546773.375600001, 245520.9645999996 2546771.5742000006, 245519.97339999955 2546778.0172000006, 245507.15409999993 2546780.5810000002, 245502.95100000035 2546775.7774, 245495.7455000002 2546777.5788000003, 245496.2324000001 2546775.3880000003, 245500.6936999997 2546771.8189000003, 245500.01910000015 2546765.0726999994, 245492.74320000038 2546764.4636000004, 245492.74320000038 2546757.763800001, 245484.33690000046 2546757.763800001, 245483.73639999982 2546767.3709999993, 245493.34370000008 2546768.5720000006, 245493.34370000008 2546771.5742000006, 245485.53780000005 2546772.7751, 245486.73869999964 2546785.3847000003, 245481.3345999997 2546778.7797, 245477.7319 2546779.3801000006, 245477.7319 2546770.9738, 245471.12689999957 2546770.9738, 245471.12689999957 2546768.9378999993, 245470.07359999977 2546768.9378999993, 245470.07359999977 2546769.5384, 245467.67179999966 2546769.5384, 245467.67179999966 2546768.9378999993, 245465.8705000002 2546768.9378999993, 245465.8705000002 2546769.5384, 245464.06909999996 2546769.5384, 245464.06909999996 2546768.9378999993, 245462.86820000038 2546768.9378999993, 245462.86820000038 2546769.5384, 245462.72049999982 2546769.5384, 245465.12239999976 2546773.976, 245471.72730000038 2546774.5765000004, 245464.52190000005 2546777.5788000003, 245470.2589999996 2546800.5272000004, 245511.78330000024 2546794.5951000005, 245533.4576000003 2546790.2601999994, 245531.13150000013 2546771.134400001, 245526.00549999997 2546755.7514999993, 245526.00549999997 2546748.9656000007, 245518.56280000042 2546749.9579000007, 245520.9645999996 2546747.5560999997, 245527.39520000014 2546746.9715, 245524.86330000032 2546731.8334999997, 245515.56049999967 2546731.343800001, 245518.86309999973 2546728.0413000006, 245523.3663999997 2546727.1405999996, 245523.3663999997 2546724.1383999996, 245516.16089999955 2546721.1361, 245512.55819999985 2546721.1361, 245511.95779999997 2546718.1338, 245508.24260000046 2546718.1338), (245516.16089999955 2546761.3664999995, 245515.56049999967 2546762.567399999, 245514.95999999996 2546761.3664999995, 245516.16089999955 2546761.3664999995), (245525.16779999994 2546770.9738, 245524.56730000023 2546772.1746999994, 245523.9667999996 2546770.9738, 245525.16779999994 2546770.9738), (245486.73869999964 2546790.7887999993, 245487.33910000045 2546788.3869000003, 245487.33910000045 2546788.987400001, 245486.73869999964 2546790.7887999993), (245495.1451000003 2546769.1723999996, 245495.7455000002 2546769.1723999996, 245495.7455000002 2546769.7729, 245495.1451000003 2546769.1723999996))"
